Word	Joy	Anger	Sadness	Fear	Disgust
syndrome	1.605599999	1.786200047	1.904999971	2.330899954	1.629400015
synergy	2.040699959	1.411399961	1.354699969	1.456699967	1.340499997
synonymous	1.673300028	1.283699989	1.262799978	1.283800006	1.283400059
synthesizer	1.726400018	1.427700043	1.335899949	1.434599996	1.348399997
synthetic	1.600200057	1.377599955	1.365499973	1.358100057	1.36619997
syphilis	1.134199977	2.52760005	3.460400105	2.806999922	2.299999952
syringe	1.278800011	2.47239995	1.546000004	1.58130002	3.027699947
syrup	3.358799934	1.198400021	1.265599966	1.251000047	1.168400049
system	1.861799955	1.264600039	1.251700044	1.270200014	1.263900042
systematic	1.597100019	1.425199986	1.437899947	1.392500043	1.412400007
t-shirt	3.007400036	1.164199948	1.214699984	1.230200052	1.138900042
tab	1.705600023	1.467499971	1.340299964	1.474900007	1.39289999
tabasco	1.604200006	1.930799961	1.436100006	1.687999964	1.867699981
tabernacle	2.094700098	1.270099998	1.262599945	1.276800036	1.262400031
table	1.75940001	1.245000005	1.224699974	1.249500036	1.245200038
tablecloth	1.649999976	1.242300034	1.207999945	1.234300017	1.242900014
tablet	2.864900112	1.24090004	1.262799978	1.260100007	1.220100045
tabloid	1.677299976	1.484599948	1.665699959	1.551100016	1.344499946
taboo	1.668599963	1.801599979	1.848799944	2.441299915	1.663499951
tack	1.500200033	1.408100009	1.468799949	1.325899959	1.542199969
tackle	1.974699974	1.484400034	1.411900043	1.571499944	1.387300014
tacky	1.334800005	2.042500019	1.820299983	1.741799951	2.442399979
taco	3.221100092	1.262099981	1.283100009	1.300400019	1.217499971
tact	2.259500027	1.326300025	1.285400033	1.327100039	1.280400038
tactful	2.625	1.246899962	1.242499948	1.264199972	1.220900059
tactic	2.332900047	1.554999948	1.363100052	1.66960001	1.404600024
tactical	1.689599991	1.450000048	1.362100005	1.450399995	1.370200038
tad	1.871600032	1.301300049	1.274199963	1.307199955	1.283300042
tadpole	2.792200089	1.314700007	1.340499997	1.361700058	1.273699999
taffy	2.893699884	1.253100038	1.301800013	1.289199948	1.229200006
tag	1.569399953	1.283599973	1.208299994	1.250100017	1.386100054
tail	1.698899984	1.277199984	1.261800051	1.280799985	1.277899981
tailgate	1.637899995	1.739099979	1.636199951	1.907699943	1.605599999
taillight	1.63499999	1.308799982	1.276900053	1.302600026	1.300400019
tailor	1.697999954	1.29429996	1.237499952	1.287999988	1.271700025
tailpipe	1.538900018	1.280400038	1.184399962	1.228000045	1.457999945
taint	1.327700019	2.212100029	2.026299953	1.99940002	2.246999979
take	1.63349998	1.737800002	1.623900056	1.889899969	1.601600051
takeoff	2.093400002	1.303599954	1.314299941	1.323799968	1.290099978
takeout	3.225399971	1.301800013	1.282699943	1.347499967	1.226300001
takeover	1.406000018	2.084000111	1.271800041	1.414999962	2.727200031
taker	1.192199945	2.208400011	2.727900028	2.174499989	2.026799917
talcum	2.093199968	1.372400045	1.389600039	1.428200006	1.330899954
tale	2.142299891	1.219699979	1.208699942	1.240100026	1.211899996
talent	2.924799919	1.419100046	1.362699986	1.589699984	1.328299999
talented	4.119100094	1.191300035	1.28760004	1.266199946	1.152699947
talisman	2.247900009	1.446799994	1.488999963	1.567700028	1.366299987
talk	3.162199974	1.206599951	1.2421	1.246799946	1.180699944
talkative	2.227299929	1.418900013	1.334800005	1.472499967	1.33070004
talker	1.543900013	1.371500015	1.138900042	1.29550004	1.702499986
tall	3.361700058	1.222800016	1.262199998	1.262199998	1.191599965
tally	1.552399993	1.265499949	1.115300059	1.217399955	1.534000039
talon	1.828199983	1.689100027	1.670600057	1.952000022	1.583299994
tambourine	2.523699999	1.22360003	1.234300017	1.247699976	1.212100029
tame	3.050899982	1.249799967	1.295699954	1.278599977	1.225600004
tamer	1.875200033	1.307299972	1.260200024	1.309000015	1.277699947
tamper	1.232200027	2.689699888	2.135200024	2.631099939	2.608299971
tampon	1.33070004	1.968400002	1.171200037	1.254600048	3.260099888
tan	2.940900087	1.263200045	1.303799987	1.286200047	1.240800023
tang	1.581900001	1.436400056	1.32980001	1.406999946	1.527099967
tangerine	3.470999956	1.210199952	1.266700029	1.258700013	1.179100037
tangible	2.065599918	1.34739995	1.251199961	1.343099952	1.274199963
tangle	1.353099942	2.225899935	2.015799999	2.086699963	2.202500105
tango	2.0546	1.414199948	1.308599949	1.448199987	1.324300051
tank	1.59739995	1.699800014	1.548499942	1.725999951	1.602499962
tank top	2.826699972	1.398200035	1.415599942	1.490700006	1.322399974
tanker	1.607800007	1.406200051	1.340000033	1.396199942	1.426699996
tantrum	1.188199997	2.667700052	2.561500072	2.657099962	2.264100075
tap	1.753700018	1.332599998	1.255499959	1.329900026	1.285899997
tape	2.005700111	1.274299979	1.280400038	1.292999983	1.26880002
tape measure	1.65929997	1.388499975	1.310299993	1.383900046	1.337800026
tapestry	1.887599945	1.222800016	1.21239996	1.241400003	1.220499992
tapeworm	1.148599982	2.59010005	3.278399944	2.811000109	2.404000044
tapioca	1.91170001	1.307299972	1.274199963	1.31190002	1.283200026
taps	1.610499978	1.35860002	1.359599948	1.343400002	1.353700042
tar	1.413200021	1.547299981	1.384799957	1.381899953	2.190500021
tarantula	1.351400018	2.380100012	2.282599926	3.111599922	1.914899945
tardiness	1.181300044	2.461400032	2.313800097	2.308700085	2.978699923
tardy	1.261100054	2.255700111	2.099299908	2.012799978	2.601399899
target	2.013700008	1.67809999	1.316699982	1.723399997	1.5546
tarmac	1.556499958	1.335700035	1.347000003	1.297399998	1.376099944
tarot	1.407999992	1.777500033	1.638100028	1.601799965	2.171200037
tarp	1.612100005	1.380900025	1.459599972	1.346899986	1.288400054
tarry	1.580600023	1.397699952	1.437899947	1.35739994	1.396999955
tart	2.026299953	1.568799973	1.397099972	1.68719995	1.434999943
tartar	1.506100059	1.344900012	1.351799965	1.265499949	1.457100034
task	2.636300087	1.289899945	1.270200014	1.294999957	1.246700048
tassel	1.693899989	1.830199957	1.541200042	1.948500037	1.683500051
taste	3.012300014	1.35710001	1.2579	1.397400022	1.243700027
tasteful	3.378599882	1.299600005	1.286000013	1.363299966	1.220000029
tasteless	1.323500037	1.82159996	1.12650001	1.215999961	3.310300112
tasty	3.396399975	1.319200039	1.33010006	1.405799985	1.247499943
tattler	1.238399982	2.326800108	1.808500051	1.735800028	3.17779994
tattletale	1.134799957	3.015799999	2.516499996	2.8829	2.661999941
tattoo	1.557700038	1.836300015	0.944199979	1.245700002	2.405900002
taunt	1.358899951	2.151900053	2.163599968	2.428200006	1.88380003
taupe	1.569300056	1.321200013	1.210100055	1.284399986	1.487100005
taut	1.49059999	1.845499992	1.698400021	1.802999973	1.858700037
tavern	2.205899954	1.366799951	1.371399999	1.416599989	1.321200013
tawdry	1.494500041	1.701900005	2.239200115	1.929100037	1.351600051
tawny	1.676699996	1.590899944	1.642400026	1.724099994	1.484799981
tax	1.233999968	2.417900085	2.561500072	2.409699917	2.120800018
taxi	1.657600045	1.459100008	1.463799953	1.478700042	1.412099957
taxicab	1.644199967	1.370300055	1.334100008	1.364899993	1.341500044
taxpayer	1.444200039	1.423499942	1.409800053	1.290300012	1.807000041
tea	2.641599894	1.167199969	1.18659997	1.229500055	1.147300005
teach	3.716799974	1.181800008	1.264899969	1.23969996	1.149999976
teacher	4.023499966	1.172099948	1.278900027	1.225700021	1.141299963
teacup	3.348999977	1.216899991	1.273900032	1.263399959	1.186699986
teahouse	3.063299894	1.183099985	1.227900028	1.238899946	1.156000018
teal	2.253900051	1.29460001	1.283100009	1.300400019	1.271800041
team	2.075500011	1.243299961	1.211699963	1.255599976	1.225999951
teammate	3.070199966	1.248700023	1.290400028	1.274799943	1.224699974
teamwork	2.976900101	1.340600014	1.355999947	1.404999971	1.280799985
teapot	2.651000023	1.236899972	1.261299968	1.258299947	1.223099947
tear	1.316599965	2.362200022	1.348899961	1.453400016	3.014100075
tearful	1.460000038	1.969400048	1.939599991	2.434200048	1.819599986
tease	1.447299957	2.428999901	1.807800055	2.144999981	2.03730011
teaspoon	1.646999955	1.242499948	1.226699948	1.243000031	1.246799946
teatime	3.09559989	1.203199983	1.245300055	1.245900035	1.177299976
tech	2.534600019	1.343199968	1.331599951	1.363199949	1.292099953
technical	1.822100043	1.785899997	1.313199997	1.690400004	1.68659997
technicality	1.49000001	1.868100047	1.826799989	1.985200047	1.823799968
technician	2.356899977	1.264099956	1.293200016	1.295899987	1.24969995
technique	3.684999943	1.183200002	1.265200019	1.240800023	1.151299953
techno	2.052299976	1.576699972	1.527999997	1.772500038	1.468899965
technological	1.84920001	1.43780005	1.279800057	1.446499944	1.370599985
technology	2.093100071	1.48300004	1.427299976	1.58070004	1.383900046
teddy bear	3.849999905	1.186300039	1.271399975	1.24059999	1.155599952
tedious	1.295899987	2.254899979	2.134599924	2.075500011	2.277100086
tee	1.765900016	1.298099995	1.241000056	1.29550004	1.270300031
teeming	1.666399956	1.431699991	1.44509995	1.451400042	1.395900011
teen	1.712700009	1.382099986	1.366400003	1.391499996	1.351300001
teenage	2.279999971	1.551200032	1.547399998	1.747400045	1.442000031
teenager	1.603800058	1.679999948	1.716400027	1.834300041	1.568300009
teens	2.164400101	1.425699949	1.585399985	1.621199965	1.350299954
teensy	1.635599971	1.326799989	1.268100023	1.318500042	1.299900055
teeny	2.318300009	1.300400019	1.324900031	1.327100039	1.282099962
teeth	1.625499964	1.344599962	1.290899992	1.335399985	1.317299962
teething	1.20449996	2.224900007	2.206199884	2.039099932	2.859299898
telegram	1.843700051	1.407799959	1.364500046	1.434000015	1.349300027
telegraph	1.725000024	1.251700044	1.240499973	1.262300014	1.252599955
telekinesis	2.194400072	1.610100031	1.667299986	2.17840004	1.424900055
telemetry	1.615100026	1.31099999	1.284000039	1.300999999	1.307899952
telepathic	2.528100014	1.371500015	1.377400041	1.434299946	1.314800024
telepathy	1.788800001	2.117599964	1.800600052	2.380300045	1.797099948
telephone	2.14989996	1.356999993	1.24909997	1.351400018	1.271399975
telescope	3.521899939	1.200799942	1.263100028	1.246899962	1.169100046
telethon	1.288300037	1.58829999	0.963699996	1.074499965	3.646300077
teletype	1.715299964	1.358700037	1.325500011	1.364899993	1.326099992
televised	2.863100052	1.293300033	1.327900052	1.329200029	1.261500001
television	3.663399935	1.195600033	1.263599992	1.254699945	1.163800001
tell	1.810500026	1.350700021	1.342200041	1.368499994	1.325899959
teller	1.85800004	1.308200002	1.366999984	1.325799942	1.241299987
temp	1.587900043	1.414600015	1.41869998	1.380399942	1.404800057
temper	1.359400034	2.325400114	1.987800002	2.156599998	2.221800089
temperament	1.582000017	1.379899979	1.321400046	1.355100036	1.440899968
temperamental	1.312700033	2.677900076	2.145499945	2.949500084	2.180799961
temperance	1.62559998	1.31280005	1.128499985	1.278300047	1.489099979
temperature	2.130700111	1.54460001	1.608500004	1.748600006	1.431100011
tempest	1.55250001	2.162100077	1.91869998	2.519999981	1.978899956
template	2.009399891	1.288699985	1.300099969	1.31280005	1.278800011
temple	1.68780005	1.270300031	1.243299961	1.267400026	1.269799948
tempo	2.078399897	1.335299969	1.27760005	1.335899949	1.28550005
temporal	1.538499951	1.351199985	1.31190002	1.29400003	1.496799946
temporary	1.543499947	1.534199953	1.648599982	1.47329998	1.475600004
tempt	1.819900036	1.782799959	1.730999947	2.219700098	1.636800051
temptation	1.53610003	2.37680006	1.819200039	2.270800114	1.985000014
tempting	2.343899965	1.616600037	1.528599977	2.022799969	1.456599951
temptress	1.710199952	1.870499969	1.800500035	2.437200069	1.709900022
ten	1.687100053	1.290599942	1.284600019	1.299600005	1.289399981
tenacious	2.210200071	1.48360002	1.405599952	1.595199943	1.375499964
tenant	1.506500006	1.337800026	1.355200052	1.262099981	1.419399977
tend	1.552299976	1.255399942	1.127799988	1.210600019	1.473700047
tendency	1.662199974	1.40320003	1.400200009	1.408599973	1.377300024
tender	3.217999935	1.203500032	1.250499964	1.248100042	1.174900055
tenderfoot	1.484300017	1.435299993	1.461599946	1.338199973	1.692000031
tenderness	3.664000034	1.183200002	1.272500038	1.240100026	1.151200056
tendon	1.707599998	1.314399958	1.311499953	1.327200055	1.307299972
tenement	1.569499969	1.419999957	1.398499966	1.381199956	1.490800023
tennis	1.845499992	1.330199957	1.281700015	1.335399985	1.293799996
tenor	1.983700037	1.343299985	1.293900013	1.34860003	1.297700047
tense	1.191599965	2.720200062	2.372600079	2.319299936	2.763999939
tension	1.301900029	2.441699982	2.06430006	2.243299961	2.327399969
tent	2.866499901	1.222800016	1.252099991	1.251099944	1.203199983
tentative	1.647899985	1.307399988	1.290799975	1.305699944	1.3046
tenure	1.552399993	1.327000022	1.219499946	1.278599977	1.530699968
tepee	3.104300022	1.285699964	1.333999991	1.342300057	1.245100021
tequila	2.764499903	1.452000022	1.457299948	1.604400039	1.363000035
teriyaki	3.290999889	1.257400036	1.304499984	1.31400001	1.216699958
term	2.05250001	1.282099962	1.277199984	1.291900039	1.273499966
terminal	1.543900013	1.628999949	1.765100002	1.677099943	1.51970005
terminate	1.1954	2.629800081	2.603800058	2.606100082	2.263200045
termination	1.205199957	2.764800072	2.714799881	2.968400002	2.257600069
terminator	1.899500012	1.722599983	1.627699971	2.490700006	1.467499971
terminology	2.050600052	1.226799965	1.229099989	1.251399994	1.222800016
termite	1.191200018	2.32220006	2.529700041	2.214400053	2.106800079
terrace	1.861199975	1.303599954	1.305899978	1.325000048	1.292999983
terrain	2.096299887	1.252599955	1.267699957	1.282199979	1.245800018
terrible	1.12469995	2.421200037	3.437299967	2.777400017	2.495300055
terrier	3.115700006	1.254600048	1.30340004	1.296300054	1.224099994
terrific	3.550199986	1.309100032	1.325099945	1.393399954	1.232900023
terrified	1.147699952	2.949700117	3.003299952	3.122100115	2.450599909
terrify	1.230100036	2.432399988	2.737600088	3.475800037	1.949599981
terrifying	1.235700011	2.50880003	2.8829	3.15079999	2.067399979
territorial	1.461599946	1.762300014	1.365700006	1.457700014	2.164400101
territory	1.805500031	1.377300024	1.261399984	1.377200007	1.318600059
terror	1.235200047	2.454299927	2.717799902	3.388099909	1.996999979
terrorism	1.198799968	2.851999998	3.266400099	3.84010005	2.46600008
terrorist	1.142099977	2.890300035	3.141799927	3.186000109	2.440000057
terrorize	1.158900023	2.836100101	3.041699886	3.109699965	2.390799999
test	1.577800035	1.73269999	1.832000017	2.061100006	1.600999951
testament	1.63499999	1.361899972	1.295400023	1.354400039	1.33099997
testicle	1.412700057	2.474400043	1.980100036	2.510900021	2.132200003
testicular	1.335000038	2.396399975	2.113199949	2.555999994	2.286900043
testify	1.611700058	2.772399902	1.822199941	2.411200047	1.869600058
testimonial	2.796299934	1.238399982	1.28610003	1.279800057	1.216899991
testimony	1.725000024	1.547999978	1.548699975	1.643100023	1.450000048
testosterone	1.875800014	1.857800007	1.512799978	2.654799938	1.50150001
testy	1.380800009	2.057800055	1.320000052	1.414499998	2.84829998
tetanus	1.20480001	2.772000074	2.399399996	2.909100056	2.248300076
tether	1.510800004	1.7852	1.665899992	1.767799973	1.781599998
text	3.075200081	1.215399981	1.246500015	1.24940002	1.190899968
textbook	1.605000019	1.287899971	1.274999976	1.276600003	1.293799996
textile	1.593700051	1.296300054	1.256600022	1.279700041	1.313599944
texture	2.050499916	1.260800004	1.264899969	1.276499987	1.257699966
thank	4.189599991	1.194800019	1.304499984	1.235700011	1.166499972
thankful	3.967400074	1.193600059	1.275699973	1.26639998	1.157500029
thankless	1.290400028	2.415100098	2.026000023	2.020699978	2.441699982
thanks	4.004099846	1.187399983	1.27820003	1.243000031	1.157500029
thanksgiving	3.323299885	1.297199965	1.308699965	1.381000042	1.234899998
thatch	1.66960001	1.269000053	1.262500048	1.276299953	1.271600008
thaw	1.613800049	1.337599993	1.254999995	1.321200013	1.361700058
theater	3.036900043	1.254699945	1.298200011	1.281100035	1.230599999
theatrical	1.982599974	1.695700049	1.182800055	1.500100017	1.617499948
theatrics	2.137500048	1.599300027	1.363499999	1.705299973	1.451799989
theft	1.161900043	2.526799917	2.76880002	2.685400009	2.857599974
theme	1.726300001	1.251199961	1.227800012	1.251399994	1.251799941
theology	1.600900054	1.307700038	1.285099983	1.295400023	1.307999969
theoretical	1.637099981	1.422000051	1.389999986	1.414899945	1.382400036
theory	2.347300053	1.401499987	1.333299994	1.450999975	1.319399953
therapeutic	2.077199936	1.181300044	1.167000055	1.220499992	1.171200037
therapist	1.570299983	1.51030004	1.623999953	1.469599962	1.409800053
therapy	1.724499941	1.370300055	1.368299961	1.386199951	1.34679997
thermal	1.827000022	1.290300012	1.285899997	1.306100011	1.284700036
thermometer	1.669499993	1.286900043	1.268900037	1.287999988	1.286800027
thermos	2.457999945	1.236700058	1.263299942	1.264999986	1.226799965
thermostat	1.856400013	1.283200026	1.257799983	1.286900043	1.271999955
thesis	1.572000027	1.385900021	1.205299973	1.338999987	1.592300057
thick	1.538699985	1.301100016	1.232499957	1.244199991	1.441900015
thicket	1.531999946	1.503100038	1.611299992	1.428300023	1.531299949
thickness	1.737599969	1.340600014	1.332599998	1.354799986	1.323500037
thief	1.126399994	2.994100094	3.148900032	3.158600092	2.530800104
thigh	1.864599943	1.896800041	1.531800032	2.0473001	1.67719996
thin	2.067300081	1.461699963	1.387699962	1.544800043	1.369500041
thing	1.999899983	1.26849997	1.267199993	1.280300021	1.265799999
thingy	2.045300007	1.410699964	1.372900009	1.459800005	1.345399976
think	3.333600044	1.221600056	1.260200024	1.25909996	1.191400051
thinker	3.523400068	1.315000057	1.27579999	1.349900007	1.220499992
third	1.577800035	1.264799953	1.245300055	1.247499943	1.272600055
thirst	1.457900047	1.55340004	0.900200009	1.139999986	2.59190011
thirsty	1.524700046	1.405400038	1.038400054	1.222100019	1.914800048
thirteen	1.812100053	1.584100008	1.637400031	1.750800014	1.473099947
thirty	1.575399995	1.312899947	1.233999968	1.280799985	1.424900055
thistle	1.727499962	1.608899951	1.882699966	1.90079999	1.417000055
thong	2.024399996	1.523399949	1.464699984	1.646499991	1.413400054
thorn	1.301900029	2.20510006	2.128799915	2.0473001	2.247400045
thorny	1.169499993	2.602999926	2.511699915	2.58220005	2.296299934
thorough	2.064800024	1.238600016	1.18659997	1.255499959	1.211599946
thoroughbred	3.173199892	1.317800045	1.345299959	1.381500006	1.261100054
thoroughfare	1.741099954	1.417099953	1.317999959	1.41779995	1.335999966
thought	3.397200108	1.228899956	1.273200035	1.277199984	1.194499969
thoughtful	3.533900023	1.183200002	1.256800056	1.228999972	1.161800027
thoughtless	1.388499975	2.116899967	1.938199997	2.006900072	2.091399908
thousand	3.221199989	1.218700051	1.261700034	1.253999949	1.191100001
thrash	1.336500049	2.08010006	1.542400002	1.541000009	2.840300083
thread	2.028000116	1.322900057	1.297299981	1.331599951	1.292500019
threat	1.201300025	2.747800112	2.763700008	3.244100094	2.256599903
threaten	1.162199974	2.90019989	2.9447999	3.085099936	2.407599926
three	1.806499958	1.272199988	1.26030004	1.279399991	1.271499991
threesome	2.415299892	1.612800002	1.439800024	1.867699981	1.452299953
threshold	2.103300095	1.25999999	1.279299974	1.296800017	1.248600006
thrift	1.932700038	1.228500009	1.213799953	1.243000031	1.22510004
thrill	3.802000046	1.354400039	1.353500009	1.560299993	1.252300024
thriller	2.016900063	1.6954	1.638200045	2.423300028	1.447000027
thrilling	3.679100037	1.358100057	1.376000047	1.452700019	1.265499949
thrive	3.195499897	1.477399945	1.317000031	1.635599971	1.302899957
thriving	2.522500038	1.502599955	1.252099991	1.547199965	1.36619997
throat	1.587599993	1.417299986	1.236500025	1.374500036	1.570899963
throbbing	1.313899994	2.727099895	2.038000107	2.640700102	2.228899956
throes	1.553599954	1.921599984	1.742200017	2.074100018	1.836799979
throne	2.102099895	1.669700027	1.397500038	1.799900055	1.487800002
throttle	2.057199955	1.740200043	1.495700002	1.946099997	1.548099995
throw	2.177000046	1.413200021	1.307299972	1.455800056	1.320000052
throwback	1.98210001	1.522300005	1.490300059	1.637099981	1.419199944
thrower	1.550699949	1.384699941	1.360999942	1.335299969	1.513000011
thrust	2.296600103	1.683099985	1.418099999	1.843700051	1.4921
thruster	1.56099999	1.932299972	1.66260004	2.003700018	1.838000059
thud	1.4102	2.355099916	2.009500027	2.488399982	2.201600075
thug	1.176499963	2.761800051	2.814500093	2.7651999	2.381200075
thumb	2.119400024	1.314900041	1.281100035	1.317999959	1.281100035
thumbprint	2.249700069	1.372599959	1.378900051	1.426800013	1.324699998
thump	1.522899985	1.444200039	1.260100007	1.362200022	1.729200006
thumper	1.693799973	1.478899956	1.447299957	1.506399989	1.406100035
thunder	2.000799894	1.614500046	1.684800029	2.457999945	1.345399976
thunderbolt	1.931499958	1.659800053	1.54519999	2.596199989	1.375
thunderclap	1.666399956	1.895200014	1.781800032	2.522300005	1.704599977
thunderstorm	1.911900043	1.582100034	1.574699998	2.678900003	1.261700034
thyroid	1.576599956	1.649500012	2.098999977	1.934700012	1.386000037
tiara	2.015700102	1.612699986	1.532199979	1.825000048	1.494300008
tibia	1.515300035	1.343000054	1.239400029	1.265100002	1.629099965
tic	1.567299962	1.771100044	1.929399967	2.241100073	1.608999968
tick	1.174600005	2.227699995	2.758599997	2.203500032	2.10529995
ticker	1.522799969	1.348799944	1.164100051	1.276200056	1.711099982
ticket	1.83220005	1.367799997	1.349699974	1.385200024	1.33220005
tickle	2.575599909	1.521299958	1.497699976	1.732499957	1.416599989
ticklish	2.672399998	1.399099946	1.536200047	1.589400053	1.315500021
tidal	1.898699999	1.682800055	1.534100056	1.89349997	1.532199979
tidal wave	1.620900035	1.700399995	1.907799959	2.512000084	1.379699945
tide	3.008300066	1.382699966	1.48150003	1.549399972	1.294100046
tidings	3.140399933	1.254600048	1.313699961	1.304999948	1.220600009
tidy	2.174499989	1.200600028	1.182800055	1.231099963	1.188899994
tie	1.718500018	1.26820004	1.25759995	1.276299953	1.269400001
tier	1.615700006	1.336899996	1.288300037	1.326500058	1.319700003
tiger	2.274699926	1.549800038	1.682299972	2.163599968	1.373399973
tighten	1.823799968	2.148200035	1.50849998	2.056099892	1.705800056
tightrope	1.668499947	1.660899997	1.845900059	2.048899889	1.494799972
tights	2.753099918	1.269500017	1.312399983	1.325299978	1.238000035
tile	1.623299956	1.292400002	1.28429997	1.288499951	1.297099948
tilt	1.621899962	1.598899961	1.29519999	1.493499994	1.676599979
timber	1.615499973	1.357499957	1.319200039	1.346899986	1.335999966
time	2.2421	1.298499942	1.325799942	1.352599978	1.271199942
timeless	2.606699944	1.246999979	1.274399996	1.267199993	1.233700037
timely	2.779999971	1.233299971	1.258599997	1.255300045	1.216199994
timeout	1.449699998	1.656200051	1.59679997	1.569399953	1.979599953
timer	1.676200032	1.608299971	1.679100037	1.76730001	1.498399973
times	2.160900116	1.227300048	1.218500018	1.244899988	1.220199943
timetable	1.606999993	1.328299999	1.290300012	1.316400051	1.318300009
timid	1.341400027	1.602399945	1.501799941	1.39199996	2.548099995
timing	2.228100061	1.258000016	1.26970005	1.274700046	1.252599955
tin	1.573199987	1.278399944	1.264500022	1.254999995	1.28760004
tinfoil	1.578699946	1.353800058	1.358199954	1.323799968	1.369300008
tingle	2.821199894	1.395599961	1.395499945	1.481999993	1.318199992
tinker	2.142400026	1.209400058	1.203400016	1.235999942	1.201599956
tinkle	2.153300047	1.297199965	1.307299972	1.314200044	1.284199953
tinkling	1.944100022	1.869099975	1.507799983	2.033699989	1.634299994
tinsel	2.417900085	1.333500028	1.347300053	1.368899941	1.296900034
tiny	1.717100024	1.476899981	1.262199998	1.456400037	1.495499969
tip	3.422600031	1.221400023	1.275200009	1.276600003	1.18690002
tipper	1.673599958	1.290199995	1.144899964	1.264000058	1.38380003
tipster	1.718500018	1.299499989	1.264199972	1.300699949	1.285300016
tipsy	2.174499989	1.496899962	1.582900047	1.674399972	1.396999955
tiptoe	1.741400003	1.315400004	1.267400026	1.316699982	1.288900018
tire	1.524199963	1.33010006	1.287299991	1.260900021	1.472000003
tired	1.506999969	1.445000052	1.415599942	1.362699986	1.743399978
tireless	1.639799953	1.441300035	1.229799986	1.400599957	1.543499947
tiresome	1.412400007	1.519400001	1.671399951	1.335800052	1.719900012
tiring	1.388399959	1.813799977	2.464600086	1.934599996	1.411800027
tissue	1.682600021	1.26970005	1.254600048	1.271800041	1.271499991
tit	2.071399927	1.697100043	1.582800031	2.343699932	1.475600004
titan	2.402199984	1.380200028	1.308599949	1.405099988	1.302700043
titanic	1.523000002	1.837000012	1.741899967	1.943600059	1.753999949
titanium	1.703199983	1.317800045	1.261199951	1.315099955	1.288599968
title	1.942100048	1.197399974	1.193199992	1.235200047	1.191499949
toad	2.865600109	1.273300052	1.317000031	1.323500037	1.24059999
toast	3.419800043	1.21449995	1.261700034	1.255499959	1.183400035
toaster	2.245800018	1.305699944	1.258700013	1.306499958	1.262699962
toasty	2.739200115	1.374199986	1.360000014	1.444900036	1.301300049
tobacco	1.219599962	2.503499985	2.194600105	2.456799984	2.384799957
toddler	3.029999971	1.307700038	1.349300027	1.368700027	1.262799978
toe	1.676100016	1.276800036	1.264999986	1.281200051	1.278499961
toenail	1.438699961	1.312700033	1.106400013	1.159199953	1.956799984
toffee	2.842099905	1.446099997	1.338099957	1.537099957	1.313799977
tofu	1.489300013	1.438500047	1.483500004	1.345499992	1.658900023
toga	1.748900056	1.306900024	1.246299982	1.304299951	1.27579999
togetherness	2.941499949	1.38530004	1.31309998	1.44509995	1.281599998
toil	1.317600012	2.708499908	1.993499994	2.428600073	2.343499899
toilet	1.420600057	1.820199966	0.786899984	1.078799963	3.145400047
token	2.08859992	1.243800044	1.24940002	1.263499975	1.240300059
tolerable	1.645599961	1.48360002	1.319900036	1.459599972	1.498700023
tolerance	3.154799938	1.212000012	1.253600001	1.25	1.185400009
tolerant	2.157900095	1.223999977	1.218199968	1.243100047	1.217599988
tolerate	2.801300049	1.211799979	1.242799997	1.247499943	1.193199992
toll	1.345100045	1.990800023	2.460500002	2.099499941	1.673499942
tomahawk	1.740499973	1.851899981	1.71389997	2.142999887	1.71389997
tomato	2.125499964	1.212900043	1.215999961	1.243199944	1.206400037
tomatoes	3.148900032	1.254899979	1.302399993	1.297600031	1.22329998
tomb	1.434499979	1.85800004	2.211899996	2.069000006	1.525599957
tombstone	1.184299946	2.512599945	2.3204	2.435199976	2.395499945
tomcat	1.860499978	1.655500054	1.674999952	1.900400043	1.543200016
tome	1.850200057	1.451300025	1.284100056	1.46420002	1.38499999
ton	1.637099981	1.339699984	1.322399974	1.334400058	1.330000043
tone	2.019299984	1.29400003	1.298699975	1.31159997	1.284700036
toner	1.680500031	1.397199988	1.318099976	1.394500017	1.335199952
tongs	1.612400055	1.300600052	1.281399965	1.291900039	1.302099943
tongue	2.967200041	1.32249999	1.290599942	1.3477	1.251799941
tonic	2.853399992	1.321699977	1.339300036	1.361400008	1.274600029
tool	1.636800051	1.335299969	1.247699976	1.324300051	1.332399964
toolbox	1.563199997	1.327800035	1.087499976	1.268700004	1.670699954
toot	1.594200015	1.385800004	1.289700031	1.363899946	1.46449995
tooth	1.674299955	1.337700009	1.327399969	1.341699958	1.325999975
toothache	1.13349998	2.902299881	3.172100067	3.118799925	2.475800037
toothbrush	1.844799995	1.26030004	1.226799965	1.262199998	1.25030005
toothless	1.118000031	2.274399996	2.934299946	2.404599905	2.518899918
toothpaste	1.626799941	1.252300024	1.220000029	1.241099954	1.254400015
toothpick	1.586099982	1.278100014	1.210100055	1.253200054	1.351400018
toots	1.855599999	1.71449995	1.593799949	1.95630002	1.57159996
top	2.749799967	1.368499994	1.307899952	1.398100019	1.286000013
topaz	1.947900057	1.315899968	1.253399968	1.314900041	1.273300052
topic	1.779299974	1.251799941	1.228800058	1.254400015	1.250800014
topical	1.709300041	1.266899943	1.244699955	1.266199946	1.267400026
topless	2.027899981	1.943500042	1.685500026	2.493099928	1.596500039
